编号,名称,NO.,心级,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签1,标签2,获取途径,套装,版本号,分类号,分类,部位,部位（配装器）,编号,获取途径（简）,获取途径（综）
50329,蓝瓷·裙,329,4,,A,S,,,S,,A,A,,中式现代,,浪·缥缈,,V1.3.6,5,下装,下装,下装,50329,抽,抽
50330,采茶曲·裙,330,3,,S,S,,,A,,B,B,,中式现代,,浪·缥缈,,V1.3.6,5,下装,下装,下装,50330,抽,抽
50331,初云裤·蓝,331,5,,A,,SS,,A,,SS,A,,中式现代,,浪·缥缈,,V1.3.6,5,下装,下装,下装,50331,抽,抽
50332,初云裤·墨,332,5,,S,,SS,SS,,A,,A,,中式现代,,设·定331,,V1.3.2,5,下装,下装,下装,50332,定·抽,定·抽
50333,北地英姿·裤,333,4,,A,,S,A,,SS,,B,,军装,,设·图,北地英姿,V1.3.6,5,下装,下装,下装,50333,图,图
50334,条纹绅士·长裤,334,4,,SS,A,,S,,,A,,A,中性风,,设·图,条纹绅士,V1.3.2,5,下装,下装,下装,50334,图,图
50335,塔罗下装·珍稀,335,5,SS,,,S,,A,S,,A,,民族风,,设·进342,塔罗牌师,V1.4.1,5,下装,下装,下装,50335,进·匣子,进·匣子
50336,怪盗下装·华丽,336,5,,S,SS,,A,,,S,,A,中性风,,设·进344,怪盗蓝宝石,V1.4.1,5,下装,下装,下装,50336,进·小铺,进·小铺
50337,荷花吟·裙,337,4,A,,SS,,,B,,SS,,A,中式古典,民国服饰,兑·仙履,荷花吟,V1.5.1,5,下装,下装,下装,50337,兑,兑
50338,时空穿越,338,4,A,,,B,,SS,,SS,A,,童话系,,设·图,时空偶像,V1.3.8,5,下装,下装,下装,50338,图,图
50339,条纹背带裙,339,3,,A,S,,SS,,,A,A,,,,赠送·签到,,V1.4.1,5,下装,下装,下装,50339,签到,签到
50340,女神·银丝短裤,340,3,,A,,A,B,,S,,A,,,,店·金币,,V1.4.1,5,下装,下装,下装,50340,金,金
50341,塔罗下装,341,3,A,,,S,,A,S,,B,,民族风,,设·匣子,,V1.4.1,5,下装,下装,下装,50341,匣子,匣子
50342,塔罗下装·华丽,342,4,S,,,B,,A,SS,,S,,民族风,,设·进341,,V1.4.1,5,下装,下装,下装,50342,进·匣子,进·匣子
50344,怪盗绅士·下装,344,4,,SS,SS,,A,,,B,,B,中性风,,联盟·小铺,,V1.4.1,5,下装,下装,下装,50344,小铺,小铺
50345,女神·云雾,345,3,A,,S,,,B,,S,,B,,,店·金币,,V1.4.3,5,下装,下装,下装,50345,金,金
50346,纯白牛仔,346,3,,S,S,,A,,,A,B,,,,9-3少,,V1.4.3,5,下装,下装,下装,50346,少,9-3少
50347,原色牛仔,347,3,,S,S,,A,,,B,A,,,,设·定346,,V1.4.3,5,下装,下装,下装,50347,定·少,定·少
50348,游鲤图·下装,348,4,A,,SS,,,A,,S,A,,中式现代,,设·图,游鲤图,V1.4.3,5,下装,下装,下装,50348,图,图
50349,夜徒,349,4,A,,S,,SS,,B,,,B,,,浪·昼夜,,V1.5.4,5,下装,下装,下装,50349,抽,抽
50350,幻眠,350,5,S,,,S,,SS,SS,,,A,,,浪·昼夜,,V1.5.4,5,下装,下装,下装,50350,抽,抽
50351,幻眠·蓝,351,5,S,,,A,,SS,,SS,,S,,,设·定350,,V1.5.4,5,下装,下装,下装,50351,定·抽,定·抽
50352,幻眠·妃,352,5,A,,,S,,SS,,SS,,S,,,设·定350,,V1.5.4,5,下装,下装,下装,50352,定·抽,定·抽
50353,棕色军装裤,353,4,S,,B,,S,,S,,,A,军装,,设·图,陆军少校,V1.5.2,5,下装,下装,下装,50353,图,图
50354,白色军装裤,354,4,A,,A,,S,,S,,,A,军装,,设·定353,,V1.5.2,5,下装,下装,下装,50354,定·图,定·图
50355,前沿少女·珍稀,355,4,A,,S,,A,,S,,,A,原宿系,,设·进356,魔力星,V1.5.2,5,下装,下装,下装,50355,进·图,进·图
50356,前沿少女·华丽,356,3,B,,,S,,S,,A,,B,原宿系,,设·进357,,V1.5.2,5,下装,下装,下装,50356,进·图,进·图
50357,前沿少女,357,2,,B,,S,,S,,B,,B,,,设·图,,V1.5.2,5,下装,下装,下装,50357,图,图
50358,听竹轩·珍稀,358,4,S,,S,,,B,,A,,A,,,设·进359,听竹轩,V1.5.2,5,下装,下装,下装,50358,进·公,进·公
50359,听竹轩·华丽,359,3,A,,,S,,S,,B,,A,,,设·进360,,V1.5.2,5,下装,下装,下装,50359,进·公,进·公
50360,听竹轩,360,2,,B,,S,,S,,B,B,,,,10-5公,,V1.5.2,5,下装,下装,下装,50360,公,10-5公
50361,白色鱼尾裙,361,3,B,,S,,S,,,A,,B,,,10-3少,,V1.5.2,5,下装,下装,下装,50361,少,10-3少
50362,黑色鱼尾裙,362,3,A,,S,,A,,S,,,B,,,设·定361,,V1.5.2,5,下装,下装,下装,50362,定·少,定·少
50363,条纹蓝裤,363,3,,A,S,,S,,,A,,A,,,10-9少,,V1.5.2,5,下装,下装,下装,50363,少,10-9少
50364,小公主·裙,364,3,B,,,S,,S,,A,,A,,,10-支2少,,V1.5.2,5,下装,下装,下装,50364,少,10-支2少
50365,链阳·裤,365,3,B,,,A,S,,S,,,B,,,店·金币,,V1.5.1,5,下装,下装,下装,50365,金,金
50366,魔术下装,366,5,A,,A,,S,,SS,,B,,,,浪·幻,魔术大师,V1.5.1,5,下装,下装,下装,50366,抽,抽
50367,跃动波点·下,367,4,A,,,A,,S,SS,,A,,泳装,,店·钻石,跃动少女,V1.5.2,5,下装,下装,下装,50367,钻,钻
50368,静谧夜色·下,368,4,,A,A,,SS,,SS,,A,,泳装,,设·定367,,V1.5.2,5,下装,下装,下装,50368,定·钻,定·钻
50369,甜美格纹·下,369,4,B,,,S,,SS,,A,A,,泳装,,设·定367,,V1.5.2,5,下装,下装,下装,50369,定·钻,定·钻
50371,夜色如歌,371,4,B,,A,,S,,SS,,A,,,,设·图,黑白名媛,V1.5.2,5,下装,下装,下装,50371,图,图
50372,梦想奇迹,372,4,A,,,S,,SS,,B,A,,,,设·重构,,V1.5.3,5,下装,下装,下装,50372,重构,重构
50373,梦想奇迹·华丽,373,5,SS,,,SS,,A,,S,,A,,,设·进372,奇迹之心,V1.5.3,5,下装,下装,下装,50373,进·重构,进·重构
50374,梦想奇迹·蓝,374,5,S,,,A,,S,,SS,,A,,,设·定373,,V1.5.3,5,下装,下装,下装,50374,定·进·重构,定·进·重构
50375,梦幻礼服裙,375,5,A,,SS,,,A,,SS,A,,童话系,,联盟·梦幻,梦幻礼服,V1.6.1,5,下装,下装,下装,50375,梦幻,梦幻
50376,水墨抄·裙,376,4,B,,,A,,SS,,S,,A,中式现代,,联盟·梦幻,水墨抄,V1.6.1,5,下装,下装,下装,50376,梦幻,梦幻
50377,菱格短裙,377,3,,S,,B,,A,,S,,A,,,联盟·小铺,,V1.6.1,5,下装,下装,下装,50377,小铺,小铺
50378,菱格裙,378,4,A,,SS,,A,,,S,,A,,,设·进377,,V1.6.1,5,下装,下装,下装,50378,进·小铺,进·小铺
50379,冰蓝长裙,379,5,SS,,SS,,A,,,S,,A,,,设·进378,公主的戎装,V1.6.1,5,下装,下装,下装,50379,进·小铺,进·小铺
50380,圆中规,380,3,,A,S,,,S,,B,,B,,,设·图,油画家,V1.6.5,5,下装,下装,下装,50380,图,图
50381,圆中规·蓝,381,3,,B,S,,S,,,A,,A,,,设·定380,,V1.6.5,5,下装,下装,下装,50381,定·图,定·图
50382,圆中规·红,382,3,,B,,S,,S,,B,,A,,,设·定380,,V1.6.5,5,下装,下装,下装,50382,定·图,定·图
50383,星星百褶裙,383,4,A,,,SS,,A,SS,,A,,,,活动·限时登录,甜星拉拉队,V1.8.2,5,下装,下装,下装,50383,活动,活动
50384,璀璨永恒·下,384,3,C,,B,,SS,,SS,,B,,睡衣,,店·金币,,V1.6.1,5,下装,下装,下装,50384,金,金
50385,诵霓裳·裙,385,4,SS,,SS,,A,,A,,,B,中式现代,,店·金币,诵霓裳,V1.6.4,5,下装,下装,下装,50385,金,金
50386,雪花短裙,386,3,B,,,S,,S,,A,,A,,,设·图,,V1.6.3,5,下装,下装,下装,50386,图,图
50388,圣诞风背带裙,388,3,B,,,S,,S,,A,,B,,,设·图,,V1.6.3,5,下装,下装,下装,50388,图,图
50389,白绸裤,389,5,S,,SS,,,A,,SS,,A,中式现代,,店·金币,金猴送福,V1.6.6,5,下装,下装,下装,50389,金,金
50390,毛呢短裙,390,3,,A,,S,,S,,A,,B,,,赠送·签到,,V1.6.6,5,下装,下装,下装,50390,签到,签到
50391,渲色优雅,391,4,,S,S,,B,,,A,,S,,,浪·云禅,,V1.6.6,5,下装,下装,下装,50391,抽,抽
50392,渲色沉静,392,4,B,,B,,SS,,S,,,A,中式现代,,设·定391,,V1.6.6,5,下装,下装,下装,50392,定·抽,定·抽
50393,福星高照,393,3,,B,,S,,S,,A,A,,中式现代,,浪·云禅,,V1.6.6,5,下装,下装,下装,50393,抽,抽
50394,福星高照·蓝,394,3,B,,S,,S,,,A,,B,中式现代,,设·定393,,V1.6.6,5,下装,下装,下装,50394,定·抽,定·抽
50395,赤云玄铁绔,395,5,A,,,SS,,SS,S,,,A,中式古典,侠客联盟,活动·春节福袋,齐天大圣,V1.6.6,5,下装,下装,下装,50395,氪,氪
50396,职场短裙,396,3,,A,A,,S,,S,,A,,,,12-9少,,V1.7.0,5,下装,下装,下装,50396,少,12-9少
50397,轻纱短裙,397,3,,A,,S,,S,,A,B,,,,12-6少,,V1.7.0,5,下装,下装,下装,50397,少,12-6少
50398,轻纱短裙·粉,398,3,,A,,B,,S,,S,B,,,,设·定397,,V1.7.0,5,下装,下装,下装,50398,定·少,定·少
50399,铁血柔情,399,3,,S,S,,B,,A,,A,,军装,,12-5公,,V1.7.0,5,下装,下装,下装,50399,公,12-5公
50400,铁血柔情·华丽,400,4,A,,S,,SS,,A,,,A,军装,,设·进399,,V1.7.0,5,下装,下装,下装,50400,进·公,进·公
50401,铁血柔情·珍稀,401,5,SS,,A,,S,,S,,,A,军装,,设·进400,烈火之歌,V1.7.0,5,下装,下装,下装,50401,进·公,进·公
50402,机械之心·下,402,5,S,,,SS,,SS,A,,B,,未来系,,设·图,机械之心,V1.7.0,5,下装,下装,下装,50402,图,图
50403,滑板短裤,403,4,A,,,S,,S,,A,A,,原宿系,,设·图,滑板少女,V1.7.0,5,下装,下装,下装,50403,图,图
50404,铁血柔情·暗红,404,5,A,,SS,,SS,,A,,,A,军装,,设·定401,,V1.7.0,5,下装,下装,下装,50404,定·进·公,定·进·公
50405,铁血柔情·纯白,405,5,A,,A,,S,,SS,,,A,军装,,设·定401,,V1.7.0,5,下装,下装,下装,50405,定·进·公,定·进·公
50408,马戏团冒险·下,408,5,SS,,,SS,,A,,A,A,,,,活动·小丑和钻石面具,马戏团奇妙夜,V1.8.1,5,下装,下装,下装,50408,活动,活动
50409,月之咒语·下,409,4,B,,,A,S,,S,,A,,摇滚风,,设·图,月之咒语,V1.9.0,5,下装,下装,下装,50409,图,图
50410,心之咒语·下,410,4,B,,,A,S,,S,,A,,摇滚风,,设·定409,,V1.9.0,5,下装,下装,下装,50410,定·图,定·图
50412,疯狂乱抓,412,3,,S,S,,B,,A,,B,,,,13-9少,,V1.9.0,5,下装,下装,下装,50412,少,13-9少
50413,娇俏劳模·下,413,4,,B,,SS,,S,,A,A,,,,赠送·签到,甜蜜阳光,V1.9.0,5,下装,下装,下装,50413,签到,签到
50414,包子娘·裤,414,4,,A,S,,,A,,SS,A,,中式现代,,活动·限时登录,长街包子娘,V1.8.2,5,下装,下装,下装,50414,活动,活动
50416,拱揖指麾,416,5,A,,S,,S,,B,,,A,军装,,活动·风暴战歌,炽夏疆场,V2.0.2,5,下装,下装,下装,50416,活动,活动
50417,冰之吟诵,417,5,,S,SS,,S,,,A,,A,欧式古典,,流光庭园礼盒,云之浅笑,V2.0.2,5,下装,下装,下装,50417,抽/兑,抽/兑
50418,星昼礼裤,418,5,A,,SS,,SS,,A,,,A,英伦,,流光庭园礼盒,觅星图册,V2.0.2,5,下装,下装,下装,50418,抽/兑,抽/兑
50419,匆忙假期,419,5,,A,SS,,S,,,A,,A,,,流光庭园礼盒,异地温暖,V2.0.2,5,下装,下装,下装,50419,抽/兑,抽/兑
50421,洛水菖蒲·下,421,5,A,,S,,A,,,SS,A,,中式古典,,活动·端午节,玲珑百福,V2.1.0,5,下装,下装,下装,50421,活动,活动
50422,云岚菖蒲·下,422,5,A,,S,,S,,,A,A,,中式古典,,设·定421,,V2.1.0,5,下装,下装,下装,50422,定·活动,定·活动
50423,云锦菖蒲·下,423,5,B,,A,,,S,,SS,A,,中式古典,,设·定421,,V2.1.0,5,下装,下装,下装,50423,定·活动,定·活动
50424,鹰鸣,424,2,,S,B,,B,,S,,B,,民族风,,活动·黑蔷薇,,V2.1.0,5,下装,下装,下装,50424,活动,活动
50425,鹰鸣·华丽,425,3,B,,B,,S,,S,,A,,民族风,,设·进424,,V2.1.0,5,下装,下装,下装,50425,活动,活动
50426,鹰鸣·珍稀,426,4,S,,A,,A,,SS,,A,,民族风,,设·进425,灵魄先知,V2.1.0,5,下装,下装,下装,50426,活动,活动
50427,殷红终舞,427,5,SS,,SS,,A,,A,,A,,哥特风,,活动·黑蔷薇,黑寂蔷薇,V2.1.0,5,下装,下装,下装,50427,活动,活动
60001,暮雪,001,3,A,,,A,,S,,S,,S,,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60001,金/抽,金/抽
60002,心云暖袜·蓝,002,3,S,,,A,,A,,A,,S,碎花,,设·定001,,V1.3.2,6,袜子,袜子,袜子-袜子,60002,定·金/抽,定·金/抽
60003,心云暖袜·粉,003,3,A,,,A,,S,,A,,S,碎花,,设·定001,,V1.3.2,6,袜子,袜子,袜子-袜子,60003,定·金/抽,定·金/抽
60004,心云暖袜·白,004,3,A,,,A,,A,,S,,A,碎花,,设·定001,,V1.3.2,6,袜子,袜子,袜子-袜子,60004,定·金/抽,定·金/抽
60005,天真半筒袜,005,2,A,,,A,,A,,A,,A,,,店·金币/浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60005,金/抽,金/抽
60006,学生棉袜·蓝,006,2,,B,,A,,S,,A,B,,中性风,英伦,店·金币/浪·迷/5-6少,,V1.3.2,6,袜子,袜子,袜子-袜子,60006,少/金/抽,金/抽/5-6少
60007,学生棉袜·棕,007,2,,A,,A,,A,,A,B,,中性风,英伦,设·定006,,V1.3.2,6,袜子,袜子,袜子-袜子,60007,定·少/金/抽,定·少/金/抽
60008,英伦格·棕,008,4,S,,B,,,B,,SS,,S,中性风,英伦,设·图,,V1.3.2,6,袜子,袜子,袜子-袜子,60008,图,图
60009,英伦格·白,009,4,A,,S,,,S,,S,,S,中性风,英伦,设·定008,,V1.3.2,6,袜子,袜子,袜子-袜子,60009,定·图,定·图
60010,英伦格·蓝,010,4,A,,,S,,A,,S,,A,中性风,英伦,设·定008,,V1.3.2,6,袜子,袜子,袜子-袜子,60010,定·图,定·图
60011,英伦格·粉,011,4,S,,S,,B,,,S,,S,中性风,英伦,设·定008,,V1.3.2,6,袜子,袜子,袜子-袜子,60011,定·图,定·图
60012,白喵物语,012,4,S,,,S,,A,,B,,SS,,,浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60012,抽,抽
60013,金喵物语,013,4,S,,,S,,A,S,,,S,,,设·定012,,V1.3.2,6,袜子,袜子,袜子-袜子,60013,定·抽,定·抽
60014,花喵物语,014,4,A,,,A,,S,A,,,S,,,设·定012,虎皮喵星人,V1.3.2,6,袜子,袜子,袜子-袜子,60014,定·抽,定·抽
60015,蜜糖星,015,5,S,,A,,,SS,A,,,S,,,浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60015,抽,抽
60016,薄荷星,016,5,S,,A,,,S,S,,,S,,,设·定015,,V1.3.2,6,袜子,袜子,袜子-袜子,60016,定·抽,定·抽
60017,墨夜星,017,5,S,,A,,,S,S,,,S,,,设·定015,仲夏星辰,V1.3.2,6,袜子,袜子,袜子-袜子,60017,定·抽,定·抽
60018,泰迪足迹·棕,018,3,,A,,S,,A,,A,,A,,,浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60018,抽,抽
60019,泰迪足迹·蓝,019,3,,A,,S,,S,,A,,A,,,设·定018,,V1.3.2,6,袜子,袜子,袜子-袜子,60019,定·抽,定·抽
60020,泰迪足迹·黑,020,3,,A,,S,,A,,A,,A,,,设·定018,棉花糖泰迪,V1.3.2,6,袜子,袜子,袜子-袜子,60020,定·抽,定·抽
60021,蔷薇枝蔓,021,4,A,,A,,,S,,S,,A,,,赠送·过关,蔷薇少女,V1.3.2,6,袜子,袜子,袜子-袜子,60021,过关,过关
60022,机械态度,022,5,S,,S,,,A,S,,,S,欧式古典,,兑·仙履,蒸汽时代,V1.3.2,6,袜子,袜子,袜子-袜子,60022,兑,兑
60023,轻熟心情,023,5,S,,,A,,A,SS,,,S,欧式古典,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60023,抽,抽
60024,黑色条纹,024,2,,A,A,,,B,A,,,S,,,店·金币/浪·迷/2-8少/10-2少/12-1少,,V1.3.2,6,袜子,袜子,袜子-袜子,60024,少/金/抽,金/抽/2-8少/10-2少/12-1少
60025,灰白条纹,025,2,,A,S,,C,,,S,A,,,,设·定024,,V1.3.2,6,袜子,袜子,袜子-袜子,60025,定·少/金/抽,定·少/金/抽
60026,粉白条纹,026,2,,A,,B,,S,,A,A,,,,设·定024,,V1.3.2,6,袜子,袜子,袜子-袜子,60026,定·少/金/抽,定·少/金/抽
60027,蓝白条纹,027,2,,A,S,,,A,,A,B,,,,设·定024,,V1.3.2,6,袜子,袜子,袜子-袜子,60027,定·少/金/抽,定·少/金/抽
60028,点点花·粉,028,3,A,,,A,,S,,A,A,,,,设·图,,V1.3.2,6,袜子,袜子,袜子-袜子,60028,图,图
60029,点点花·黄,029,3,A,,,A,,S,,S,A,,,,设·定028,,V1.3.2,6,袜子,袜子,袜子-袜子,60029,定·图,定·图
60030,点点花·紫,030,3,A,,,A,,A,,S,A,,,,设·定028,,V1.3.2,6,袜子,袜子,袜子-袜子,60030,定·图,定·图
60031,点点花·蓝,031,3,A,,,A,,A,,S,A,,,,设·定028,,V1.3.2,6,袜子,袜子,袜子-袜子,60031,定·图,定·图
60032,冬日棉袜·米,032,3,A,,,A,,S,,S,,A,,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60032,金/抽,金/抽
60033,冬日棉袜·蓝,033,3,A,,,A,,S,,S,,S,,,设·定032,,V1.3.2,6,袜子,袜子,袜子-袜子,60033,定·金/抽,定·金/抽
60034,冬日棉袜·粉,034,3,S,,,A,,S,,S,,A,,,设·定032,,V1.3.2,6,袜子,袜子,袜子-袜子,60034,定·金/抽,定·金/抽
60035,低调长袜,035,2,,A,S,,A,,A,,A,,OL,,2-6少,,V1.3.2,6,袜子,袜子,袜子-袜子,60035,少,2-6少
60036,协奏曲,036,2,,A,S,,,C,,S,,A,,,店·金币/浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60036,金/抽,金/抽
60037,护士袜,037,3,,A,A,,,S,,A,A,,医务使者,,店·金币,白衣天使,V1.3.2,6,袜子,袜子,袜子-袜子,60037,金,金
60038,轩和,038,3,,S,A,,S,,,A,,A,和风,,3-4少,,V1.3.2,6,袜子,袜子,袜子-袜子,60038,少,3-4少
60039,落花,039,3,,S,B,,,S,,S,,S,和风,,店·金币,梨院琳琅,V1.3.2,6,袜子,袜子,袜子-袜子,60039,金,金
60040,香草奶昔,040,3,A,,,A,,S,,S,,A,女仆装,,浪·迷/浪·幻/5-2公,,V1.3.2,6,袜子,袜子,袜子-袜子,60040,公/抽,抽/5-2公
60041,香草奶昔·华丽,041,4,A,,,A,,A,,S,,S,女仆装,,设·进040/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60041,进·公/抽/抽,进·公/抽/抽
60042,香草奶昔·珍稀,042,5,S,,,S,,S,,B,,SS,女仆装,,设·进041,巧克力女仆,V1.3.2,6,袜子,袜子,袜子-袜子,60042,进·公/抽,进·公/抽
60043,海上花,043,3,S,,S,,A,,A,,,C,中式现代,,浪·迷/浪·幻/浪·缥缈/5-4公,,V1.3.2,6,袜子,袜子,袜子-袜子,60043,公/抽,抽/5-4公
60044,海上花·华丽,044,4,S,,SS,,S,,S,,,C,中式现代,,设·进043/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60044,进·公/抽/抽,进·公/抽/抽
60045,海上花·珍稀,045,5,SS,,SS,,S,,S,,,B,中式现代,,设·进044,上海烟云梦,V1.3.2,6,袜子,袜子,袜子-袜子,60045,进·公/抽,进·公/抽
60046,野性,046,3,S,,,S,A,,A,,A,,摇滚风,,店·金币,性感不良,V1.3.2,6,袜子,袜子,袜子-袜子,60046,金,金
60047,森系袜套,047,4,,A,,A,,S,,S,,S,森女系列,,店·钻石,森女与麋鹿,V1.3.2,6,袜子,袜套,袜子-袜套,60047,钻,钻
60048,麋鹿暖袜,048,4,A,,,A,,A,,S,,A,森女系列,,店·金币,森女与麋鹿,V1.3.2,6,袜子,袜子,袜子-袜子,60048,金,金
60049,爱丽丝之袜,049,4,,S,,S,,S,,A,,S,,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60049,抽,抽
60050,吸血花蕊,050,4,,B,A,,S,,S,,S,,,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60050,金/抽,金/抽
60051,维多利亚的秘密,051,4,B,,,B,S,,S,,SS,,哥特风,OL,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60051,金/抽,金/抽
60052,女王的诱惑,052,3,A,,A,,A,,S,,A,,哥特风,,兑·仙履,,V1.3.2,6,袜子,袜子,袜子-袜子,60052,兑,兑
60053,月下骑士,053,5,S,,SS,,S,,S,,,B,童话系,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60053,抽,抽
60054,吊带网袜,054,4,S,,B,,S,,SS,,S,,,,店·钻石/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60054,钻/抽,钻/抽
60055,魔花,055,4,B,,S,,S,,S,,,S,哥特风,,设·图,哥特萝莉,V1.3.2,6,袜子,袜子,袜子-袜子,60055,图,图
60056,人偶,056,4,,A,S,,A,,S,,,A,哥特风,OL,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60056,金/抽,金/抽
60057,过膝学生袜,057,2,,A,S,,B,,,A,,A,,,店·金币/浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60057,金/抽,金/抽
60058,学生运动袜,058,1,,B,,A,,B,,A,,A,英伦,,店·金币/浪·迷,,V1.3.2,6,袜子,袜子,袜子-袜子,60058,金/抽,金/抽
60059,爱心泡泡,059,3,A,,,A,,A,,A,,S,,,成就,,V1.3.2,6,袜子,袜子,袜子-袜子,60059,成就,成就
60060,甜心女仆袜,060,4,S,,,S,,S,S,,,S,女仆装,,店·金币/浪·迷/浪·幻,,V1.5.2,6,袜子,袜子,袜子-袜子,60060,金/抽,金/抽
60061,小网袜,061,3,,S,,B,A,,S,,S,,摇滚风,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60061,金/抽,金/抽
60062,中网袜,062,3,,A,,A,S,,S,,S,,摇滚风,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60062,金/抽,金/抽
60063,大网袜,063,4,,S,B,,,S,S,,S,,摇滚风,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60063,抽,抽
60064,镂空花袜,064,4,S,,,S,,S,,S,B,,碎花,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60064,金/抽,金/抽
60065,镂空花打底裤,065,3,S,,,S,,S,,A,B,,碎花,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60065,抽,抽
60066,轻薄丝袜,066,2,,S,A,,A,,A,,C,,,,店·金币,,V1.3.2,6,袜子,袜子,袜子-袜子,60066,金,金
60067,普通长袜,067,2,,S,A,,A,,A,,C,,,,设·定066,,V1.3.2,6,袜子,袜子,袜子-袜子,60067,定·金,定·金
60069,白色长袜,069,2,,A,A,,,A,,A,A,,,,设·定066,,V1.3.2,6,袜子,袜子,袜子-袜子,60069,定·金,定·金
60083,粉色条纹袜,083,3,B,,,S,,S,,S,A,,,,店·金币,,V1.3.2,6,袜子,袜子,袜子-袜子,60083,金,金
60084,蓝色条纹袜,084,3,B,,,S,,S,,S,S,,,,设·定083,,V1.3.2,6,袜子,袜子,袜子-袜子,60084,定·金,定·金
60085,红色条纹袜,085,3,C,,,S,,S,,S,A,,,,设·定083,,V1.3.2,6,袜子,袜子,袜子-袜子,60085,定·金,定·金
60086,黄色条纹袜,086,3,C,,,A,,S,,S,A,,,,设·定083,,V1.3.2,6,袜子,袜子,袜子-袜子,60086,定·金,定·金
60090,设计师的生命,090,4,,S,,B,A,,SS,,,S,OL,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60090,金/抽,金/抽
60091,网眼蕾丝,091,4,S,,B,,B,,SS,,,S,OL,,店·金币/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60091,金/抽,金/抽
60092,网眼长袜,092,3,S,,B,,S,,A,,S,,,,成就,,V1.3.2,6,袜子,袜子,袜子-袜子,60092,成就,成就
60093,兰情·珍稀,093,5,SS,,S,,,A,SS,,,A,中式古典,,设·进102,蝴蝶兰翩翩·粉,V1.3.2,6,袜子,袜子,袜子-袜子,60093,进·公/抽,进·公/抽
60094,紫兰情·珍稀,094,5,S,,A,,,B,S,,SS,,中式古典,,设·定093,,V1.3.2,6,袜子,袜子,袜子-袜子,60094,定·进·公/抽,定·进·公/抽
60095,泡沫,095,3,A,,,S,,S,,A,A,,童话系,,浪·迷/浪·幻/4-9公,,V1.3.2,6,袜子,袜子,袜子-袜子,60095,公/抽,抽/4-9公
60096,泡沫·华丽,096,5,S,,,S,,S,,S,S,,童话系,,设·进095,水母公主,V1.3.2,6,袜子,袜子,袜子-袜子,60096,进·公/抽,进·公/抽
60097,枫晚,097,3,S,,,A,S,,A,,A,,,,浪·迷/浪·幻/4-8公,,V1.3.2,6,袜子,袜子,袜子-袜子,60097,公/抽,抽/4-8公
60098,枫晚·华丽,098,4,SS,,A,,S,,S,,B,,,,设·进097/浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60098,进·公/抽/抽,进·公/抽/抽
60099,枫晚·珍稀,099,5,S,,A,,S,,S,,,A,,,设·进098,枫千叶女忍,V1.3.2,6,袜子,袜子,袜子-袜子,60099,进·公/抽,进·公/抽
60100,曼珠,100,3,A,,S,,B,,S,,,A,和风,,浪·迷/浪·幻,,V1.3.2,6,袜子,袜子,袜子-袜子,60100,抽,抽
60101,兰情,101,3,S,,A,,,S,S,,,C,,,浪·迷/浪·幻/6-2公,,V1.3.2,6,袜子,袜子,袜子-袜子,60101,公/抽,抽/6-2公
60102,兰情·华丽,102,4,S,,A,,,S,SS,,,B,,,设·进101,,V1.3.2,6,袜子,袜子,袜子-袜子,60102,进·公/抽,进·公/抽
60103,雀黛,103,5,A,,SS,,A,,S,,S,,,,浪·迷/浪·幻,孔雀东南飞,V1.3.2,6,袜子,袜套,袜子-袜套,60103,抽,抽
